Produção Industrial - variação % - Mediana - Mensal - Período de 31/03/2016 a 28/02/2018 para fev/2014 a jan/2018
Data;fev/2016;mar/2016;abr/2016;mai/2016;jun/2016;jul/2016;ago/2016;set/2016;out/2016;nov/2016;dez/2016;jan/2017;fev/2017;mar/2017;abr/2017;mai/2017;jun/2017;jul/2017;ago/2017;set/2017;out/2017;nov/2017;dez/2017;jan/2018;
31/03/2016;-7,24;-7,00;-6,00;-4,99;-5,00;-4,56;-4,20;-3,73;-4,00;-1,10;-0,51;0,60;0,55;0,20;0,50;0,65;0,20;0,35; ; ; ; ; ; ;
01/04/2016; ;-7,00;-6,00;-4,99;-5,00;-4,56;-4,20;-3,73;-4,00;-1,10;-0,51;0,60;0,55;0,20;0,50;0,65;0,20;0,35; ; ; ; ; ; ;
04/04/2016; ;-7,25;-6,99;-4,94;-6,07;-4,43;-3,87;-3,62;-3,29;-1,05;-0,16;0,55;0,37;0,20;0,50;0,60;0,20;0,20;0,00; ; ; ; ; ;
05/04/2016; ;-7,25;-6,99;-4,94;-6,07;-4,43;-3,87;-3,62;-3,29;-1,05;-0,16;0,55;0,37;0,20;0,50;0,60;0,20;0,20;0,00; ; ; ; ; ;
06/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,17;-4,20;-3,62;-3,29;-1,05;-0,16;0,59;0,57;0,20;0,50;0,70;0,35;0,35;1,31; ; ; ; ; ;
07/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,17;-4,20;-3,62;-3,29;-1,05;-0,16;0,59;0,57;0,20;0,50;0,70;0,35;0,35;1,31; ; ; ; ; ;
08/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,17;-4,20;-3,62;-3,29;-1,05;-0,16;0,59;0,57;0,20;0,50;0,70;0,35;0,35;1,31; ; ; ; ; ;
11/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,18;-4,20;-3,62;-3,29;-1,05;-0,16;0,60;0,57;0,20;0,50;0,70;0,35;0,35;1,31; ; ; ; ; ;
12/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,18;-4,20;-3,62;-3,29;-1,05;-0,16;0,60;0,57;0,20;0,50;0,70;0,35;0,35;1,31; ; ; ; ; ;
13/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,18;-4,20;-3,62;-3,29;-1,05;-0,16;0,60;0,57;0,20;0,50;0,70;0,35;0,50;1,40; ; ; ; ; ;
14/04/2016; ;-7,25;-6,95;-5,49;-6,14;-5,18;-4,20;-3,62;-3,29;-1,05;-0,16;0,60;0,57;0,20;0,50;0,70;0,35;0,50;1,40; ; ; ; ; ;
15/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,29;-1,05;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,50;0,50; ; ; ; ; ;
18/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,29;-1,05;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,50;0,50; ; ; ; ; ;
19/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,29;-1,05;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,50;0,50; ; ; ; ; ;
20/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,29;-1,05;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,50;0,50; ; ; ; ; ;
22/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,50;-3,35;-3,29;-1,10;-0,51;0,50;0,20;0,20;0,64;0,85;0,20;0,70;0,50; ; ; ; ; ;
25/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,50;-3,35;-3,29;-1,10;-0,51;0,50;0,20;0,20;0,64;0,85;0,20;0,70;0,50; ; ; ; ; ;
26/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,50;-3,35;-3,29;-1,10;-0,51;0,50;0,20;0,20;0,64;0,85;0,20;0,70;0,50; ; ; ; ; ;
27/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,50;-3,35;-3,29;-1,10;-0,51;0,50;0,20;0,20;0,64;0,85;0,20;0,70;0,50; ; ; ; ; ;
28/04/2016; ;-7,15;-6,40;-6,24;-5,44;-5,05;-4,50;-3,35;-3,29;-1,10;-0,51;0,50;0,20;0,20;0,64;0,85;0,20;0,70;0,50; ; ; ; ; ;
29/04/2016; ;-7,30;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,10;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,35; ; ; ; ; ;
02/05/2016; ;-7,15;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,10;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,20; ; ; ; ; ;
03/05/2016; ; ;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,10;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,20; ; ; ; ; ;
04/05/2016; ; ;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,10;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,20; ; ; ; ; ;
05/05/2016; ; ;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,00;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,20;0,58; ; ; ; ;
06/05/2016; ; ;-6,79;-6,47;-5,88;-5,80;-4,20;-3,50;-4,00;-1,00;-0,76;0,50;0,20;0,20;0,64;0,85;0,20;0,20;0,20;0,58; ; ; ; ;
09/05/2016; ; ;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,18;-0,63;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,35;0,35;0,54; ; ; ; ;
10/05/2016; ; ;-6,40;-6,24;-5,44;-5,05;-4,20;-3,35;-3,18;-0,63;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,35;0,35;0,54; ; ; ; ;
11/05/2016; ; ;-6,89;-6,70;-5,88;-5,45;-4,50;-3,35;-3,18;-0,63;-0,51;0,55;0,37;0,20;0,50;0,70;0,35;0,35;0,35;0,54; ; ; ; ;
12/05/2016; ; ;-6,89;-6,00;-5,00;-5,09;-4,20;-3,50;-4,00;-1,00;-0,76;0,50;0,20;0,20;0,50;0,65;0,20;0,20;0,20;0,54; ; ; ; ;
13/05/2016; ; ;-7,77;-6,00;-5,00;-5,09;-4,20;-3,50;-4,00;-1,00;-0,76;0,50;0,20;0,20;0,50;0,65;0,35;0,35;0,35;0,69; ; ; ; ;
16/05/2016; ; ;-8,10;-7,40;-6,76;-6,00;-4,88;-4,20;-4,20;-1,10;-2,00;0,67;0,55;0,50;0,64;0,65;0,25;0,25;0,35;0,69; ; ; ; ;
17/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,80; ; ; ; ;
18/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,80; ; ; ; ;
19/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,80; ; ; ; ;
20/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,80; ; ; ; ;
23/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
24/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
25/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
27/05/2016; ; ;-8,15;-7,43;-7,33;-6,01;-4,83;-3,85;-4,10;-1,05;-1,00;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
30/05/2016; ; ;-8,10;-7,45;-6,76;-6,00;-4,88;-3,50;-4,00;-1,10;-1,76;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
31/05/2016; ; ;-8,10;-7,48;-6,76;-6,00;-4,88;-3,50;-4,00;-1,10;-1,76;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
01/06/2016; ; ;-8,10;-7,48;-6,76;-6,00;-4,88;-3,50;-4,00;-1,10;-1,76;0,83;0,77;1,00;0,79;0,70;0,50;0,50;0,50;0,69; ; ; ; ;
02/06/2016; ; ; ;-7,50;-7,33;-6,01;-4,94;-3,76;-2,74;-0,68;-0,51;1,00;1,00;1,10;1,29;0,85;0,60;0,85;0,50;0,69; ; ; ; ;
03/06/2016; ; ; ;-7,50;-7,33;-6,01;-4,94;-3,76;-2,74;-0,68;-0,51;1,00;1,00;1,10;1,29;0,85;0,60;0,85;0,50;0,69; ; ; ; ;
06/06/2016; ; ; ;-7,90;-7,91;-6,01;-4,88;-4,90;-4,20;0,40;-0,60;1,50;1,31;2,00;1,80;0,70;0,70;1,20;1,33;0,82;1,30; ; ; ;
07/06/2016; ; ; ;-7,45;-7,07;-5,66;-4,78;-3,74;-2,18;0,45;0,25;1,22;1,01;1,50;0,90;0,80;0,84;0,69;1,15;0,93;0,78; ; ; ;
08/06/2016; ; ; ;-7,45;-7,07;-5,66;-4,78;-3,74;-2,18;0,45;0,25;1,22;1,01;1,50;0,90;0,80;0,84;0,69;1,15;0,93;0,78; ; ; ;
09/06/2016; ; ; ;-7,45;-7,64;-6,01;-4,78;-4,34;-3,95;-0,25;-1,00;1,61;1,31;2,00;1,30;0,90;0,99;0,87;1,33;1,04;0,78; ; ; ;
10/06/2016; ; ; ;-7,45;-7,64;-6,01;-4,78;-4,34;-3,95;-0,25;-1,00;1,61;1,31;2,00;1,30;0,90;0,99;0,87;1,33;1,04;0,78; ; ; ;
13/06/2016; ; ; ;-8,30;-7,90;-6,66;-4,57;-4,34;-3,95;-0,25;-0,38;0,78;-0,55;2,00;0,24;0,80;0,64;0,44;1,15;0,93;0,78; ; ; ;
14/06/2016; ; ; ;-8,30;-7,90;-6,66;-4,57;-4,34;-3,95;-0,25;-0,38;0,78;-0,55;2,00;0,24;0,80;0,64;0,44;1,15;0,93;0,78; ; ; ;
15/06/2016; ; ; ;-8,30;-7,90;-6,01;-4,78;-4,49;-4,45;-1,00;-1,00;0,78;-0,55;2,00;0,24;0,80;0,64;0,44;1,15;0,93;0,78; ; ; ;
16/06/2016; ; ; ;-7,65;-7,90;-6,01;-4,78;-4,49;-4,45;-1,00;-1,00;0,78;-0,55;2,00;0,24;0,80;0,64;0,44;1,15;0,93;0,78; ; ; ;
17/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
20/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
21/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
22/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
23/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
24/06/2016; ; ; ;-6,30;-6,89;-5,70;-4,78;-4,50;-4,20;-1,74;-1,35;0,34;-2,10;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
27/06/2016; ; ; ;-6,30;-6,76;-5,51;-4,83;-4,49;-4,10;-1,74;-1,35;0,78;-0,55;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
28/06/2016; ; ; ;-6,30;-6,76;-5,51;-4,83;-4,49;-4,10;-1,74;-1,35;0,78;-0,55;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
29/06/2016; ; ; ;-6,30;-6,76;-5,51;-4,83;-4,49;-4,10;-1,74;-1,35;0,78;-0,55;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
30/06/2016; ; ; ;-6,65;-6,76;-5,51;-4,83;-4,49;-4,10;-1,74;-1,35;0,78;-0,55;0,80;-0,81;0,70;0,30;0,00;0,97;1,04;0,78; ; ; ;
01/07/2016; ; ; ; ;-6,76;-5,51;-4,83;-4,49;-4,10;-2,48;-1,70;1,22;-0,55;1,70;-1,17;0,80;0,64;0,44;0,97;1,04;0,78;-1,66; ; ;
04/07/2016; ; ; ; ;-6,76;-5,51;-4,83;-4,49;-4,10;-2,48;-1,70;1,22;-0,55;1,70;-1,17;0,80;0,64;0,44;0,97;1,04;0,78;-1,66; ; ;
05/07/2016; ; ; ; ;-7,07;-5,70;-4,78;-4,49;-4,10;-2,48;-1,70;0,76;-2,10;1,70;-1,17;0,80;0,64;0,44;0,97;1,04;0,78;-1,66; ; ;
06/07/2016; ; ; ; ;-7,07;-5,70;-4,88;-4,49;-4,10;-2,48;-1,70;0,76;-2,10;1,70;-1,17;0,80;0,64;0,44;0,97;1,04;0,78;-1,66; ; ;
07/07/2016; ; ; ; ;-7,07;-5,70;-4,88;-4,49;-4,10;-2,48;-1,70;0,76;-2,10;1,70;-1,17;0,80;0,64;0,44;0,97;1,04;0,78;-1,66; ; ;
08/07/2016; ; ; ; ;-7,00;-5,85;-4,93;-4,70;-4,60;-4,10;-2,60;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
11/07/2016; ; ; ; ;-7,00;-5,85;-4,93;-4,70;-4,10;-4,10;-2,60;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
12/07/2016; ; ; ; ;-6,88;-5,85;-4,93;-4,70;-4,10;-4,10;-2,60;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
13/07/2016; ; ; ; ;-6,88;-6,00;-4,89;-4,95;-4,20;-4,10;-2,60;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
14/07/2016; ; ; ; ;-6,76;-6,00;-4,89;-4,95;-4,20;-4,10;-3,00;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
15/07/2016; ; ; ; ;-6,76;-6,00;-4,89;-4,95;-4,20;-4,10;-3,00;0,30;-2,91;3,20;-2,54;0,70;0,30;0,00;-0,15;0,19;-0,11;-1,66; ; ;
18/07/2016; ; ; ; ;-6,70;-6,00;-4,89;-4,74;-4,20;-5,00;-4,00; ;-3,01;3,00;-1,84;2,60;2,00;1,30;0,85;1,39;1,10;1,07; ; ;
19/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
20/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
21/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
22/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
25/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
26/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
27/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
28/07/2016; ; ; ; ;-6,60;-6,00;-4,88;-4,47;-4,10;-5,00;-4,60;-3,54;-2,30;0,35;-1,90;-0,10;0,35;-0,35;-1,00;0,00;0,30;0,40; ; ;
29/07/2016; ; ; ; ;-6,33;-6,00;-4,88;-4,30;-4,20;-5,00;-4,60;-3,54;-2,28;0,35;-2,20;-0,10;0,35;-0,35;1,50;1,80;2,00;2,10; ; ;
01/08/2016; ; ; ; ;-6,40;-6,00;-4,88;-4,30;-4,00;-5,00;-3,80;-3,54;-2,28;0,35;-2,20;-0,10;0,35;-0,35;1,50;1,80;2,00;2,10; ; ;
02/08/2016; ; ; ; ; ;-6,00;-4,88;-4,30;-4,00;-5,00;-3,80;-3,54;-2,28;0,35;-2,20;-0,10;0,35;-0,35;1,50;1,80;2,00;2,10; ; ;
03/08/2016; ; ; ; ; ;-6,00;-4,78;-4,25;-4,00;-5,00;-3,80;-1,92;-2,26;-0,25;-1,90;0,00;0,20;0,20;0,50;0,50;0,50;0,50;1,00; ;
04/08/2016; ; ; ; ; ;-6,00;-4,78;-4,25;-4,00;-5,00;-3,80;-1,92;-2,26;-0,25;-1,90;0,00;0,20;0,20;0,50;0,50;0,50;0,50;1,00; ;
05/08/2016; ; ; ; ; ;-6,00;-4,78;-4,25;-4,00;-5,00;-4,02;-3,54;-2,28;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;1,24;1,36;1,73; ;
08/08/2016; ; ; ; ; ;-5,80;-4,30;-4,20;-4,00;-4,72;-3,00;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
09/08/2016; ; ; ; ; ;-5,80;-4,30;-4,20;-4,00;-4,72;-3,00;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
10/08/2016; ; ; ; ; ;-5,05;-4,20;-3,70;-4,00;-4,86;-3,51;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
11/08/2016; ; ; ; ; ;-5,05;-4,20;-3,70;-4,00;-4,86;-3,51;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
12/08/2016; ; ; ; ; ;-5,03;-4,25;-3,60;-4,00;-4,86;-3,51;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
15/08/2016; ; ; ; ; ;-5,03;-4,20;-3,60;-4,00;-4,86;-3,51;-1,92;-2,37;-0,63;-2,07;0,00;0,44;-0,13;0,83;1,14;0,50;0,50;1,73; ;
16/08/2016; ; ; ; ; ;-5,05;-4,20;-3,50;-4,00;-4,72;-3,00;-0,30;-2,37;-0,25;-1,90;0,00;0,68;0,20;1,15;1,14;0,50;0,50;1,73; ;
17/08/2016; ; ; ; ; ;-5,05;-4,20;-3,50;-4,00;-4,72;-3,00;-0,30;-2,37;-0,25;-1,90;0,00;0,68;0,20;1,15;1,14;0,50;0,50;1,73; ;
18/08/2016; ; ; ; ; ;-5,03;-4,20;-3,33;-4,00;-2,61;-2,81;-0,30;-2,37;-0,25;-1,90;0,00;0,68;0,20;1,15;1,14;0,50;0,50;1,73; ;
19/08/2016; ; ; ; ; ;-5,05;-4,20;-3,17;-4,00;-0,50;-1,60;-0,15;-2,48;0,88;-1,12;0,00;0,84;1,15;1,93;1,79;1,24;1,36;1,73; ;
22/08/2016; ; ; ; ; ;-5,05;-4,20;-3,17;-4,00;-0,50;-1,60;-0,15;-2,48;0,88;-1,12;0,00;0,84;1,15;1,93;1,79;1,24;1,36;1,73; ;
23/08/2016; ; ; ; ; ;-5,03;-4,25;-3,43;-4,00;-2,61;-2,30;-0,15;-2,48;0,88;-1,12;0,00;0,84;1,15;1,93;1,79;1,24;1,36;1,73; ;
24/08/2016; ; ; ; ; ;-5,03;-4,25;-3,43;-4,00;-2,61;-2,30;-0,15;-2,48;0,88;-1,12;0,00;0,84;1,15;1,93;1,79;1,24;1,36;1,73; ;
25/08/2016; ; ; ; ; ;-5,03;-4,25;-3,43;-4,00;-2,61;-2,30;-0,15;-2,48;0,88;-1,12;0,00;0,84;1,15;1,93;1,79;1,24;1,36;1,73; ;
26/08/2016; ; ; ; ; ;-5,82;-4,05;-3,43;-4,00;-0,50;-1,60;0,00;-1,44;2,01;-0,20;0,94;0,68;2,10;1,15;1,14;0,50;0,50;1,00; ;
29/08/2016; ; ; ; ; ;-5,82;-4,05;-3,43;-4,00;-0,50;-1,60;0,00;-1,44;2,01;-0,20;0,94;0,68;2,10;1,15;1,14;0,50;0,50;1,00; ;
30/08/2016; ; ; ; ; ;-5,82;-4,05;-3,43;-4,00;-0,50;-1,60;0,00;-1,44;2,01;-0,20;0,94;0,68;2,10;1,15;1,14;0,50;0,50;1,00; ;
31/08/2016; ; ; ; ; ;-5,90;-4,20;-3,70;-3,30;-0,41;-1,05;0,06;-0,40;2,30;-0,10;1,88;0,44;2,20;1,73;1,79;1,05;1,10;1,50; ;
01/09/2016; ; ; ; ; ;-5,95;-4,49;-3,85;-3,00;-0,50;-1,00;0,06;-0,40;2,30;-0,10;1,88;0,44;2,20;1,73;1,79;1,05;1,10;1,50; ;
02/09/2016; ; ; ; ; ; ;-4,49;-3,85;-3,00;-0,50;-1,00;0,06;-0,40;2,30;-0,10;1,88;0,44;2,20;1,73;1,79;1,05;1,10;1,50; ;
05/09/2016; ; ; ; ; ; ;-4,05;-3,43;-2,50;-0,41;-0,45;0,11;-0,25;2,60;0,00;1,99;0,20;2,30;2,30;1,40;0,50;0,50;1,00; ;
06/09/2016; ; ; ; ; ; ;-4,05;-3,43;-2,50;-0,41;-0,45;0,11;-0,25;2,60;0,00;1,99;0,20;2,30;2,30;1,40;0,50;0,50;1,00;1,50;
08/09/2016; ; ; ; ; ; ;-4,20;-3,17;-2,40;-0,50;-0,40;1,56;-0,10;2,30;0,94;1,99;0,05;2,42;1,40;0,50;0,50;0,50;1,00;1,50;
09/09/2016; ; ; ; ; ; ;-4,05;-2,98;-2,50;-0,41;-0,45;1,00;-0,25;2,60;0,00;2,10;0,10;2,30;2,20;1,10;0,75;1,10;1,50;2,00;
12/09/2016; ; ; ; ; ; ;-4,05;-2,98;-2,50;-0,41;-0,45;1,00;-0,25;2,60;0,00;2,10;0,10;2,30;2,20;1,10;0,75;1,10;1,50;2,00;
13/09/2016; ; ; ; ; ; ;-4,20;-3,17;-2,61;-0,50;-0,50;0,56;-0,40;2,30;-0,10;1,99;0,00;1,70;1,35;0,50;0,50;0,50;1,00;1,50;
14/09/2016; ; ; ; ; ; ;-4,20;-3,17;-2,61;-0,50;-0,50;0,56;-0,40;2,30;-0,10;1,99;0,00;1,70;1,35;0,50;0,50;0,50;1,00;1,50;
15/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,53;-0,25;2,20;-0,10;1,92;0,00;1,70;1,35;1,10;0,75;1,10;1,00;2,00;
16/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,53;-0,25;2,20;-0,10;1,92;0,00;1,70;1,35;1,10;0,75;1,10;1,00;2,00;
19/09/2016; ; ; ; ; ; ;-4,20;-3,29;-2,76;-0,80;-0,55;0,06;-0,40;1,80;0,00;1,75;0,10;1,29;0,60;0,61;1,00;0,50;1,50;2,00;
20/09/2016; ; ; ; ; ; ;-4,20;-3,29;-2,76;-0,80;-0,55;0,06;-0,40;1,80;0,00;1,75;0,20;1,29;0,60;0,61;1,00;0,50;1,50;2,10;
21/09/2016; ; ; ; ; ; ;-4,20;-3,29;-2,76;-0,80;-0,55;0,06;-0,40;1,80;0,00;1,75;0,20;1,29;0,60;0,61;1,00;0,50;1,50;2,10;
22/09/2016; ; ; ; ; ; ;-4,20;-3,29;-2,76;-0,80;-0,55;0,06;-0,40;1,80;0,00;1,75;0,20;1,29;0,60;0,61;1,00;0,50;1,50;2,10;
23/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
26/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
27/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
28/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
29/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-0,50;-0,50;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
30/09/2016; ; ; ; ; ; ;-4,20;-3,08;-2,53;-1,01;-0,60;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
03/10/2016; ; ; ; ; ; ;-4,20;-2,94;-2,31;-0,76;-0,55;0,06;-0,10;1,80;0,70;1,75;0,20;1,29;1,50;0,61;1,00;0,90;1,75;1,95;
04/10/2016; ; ; ; ; ; ; ;-3,50;-2,53;-1,01;-0,80;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
05/10/2016; ; ; ; ; ; ; ;-3,50;-2,53;-1,01;-0,80;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
06/10/2016; ; ; ; ; ; ; ;-3,64;-3,20;-0,76;-1,19;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
07/10/2016; ; ; ; ; ; ; ;-3,64;-3,20;-0,76;-1,19;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
10/10/2016; ; ; ; ; ; ; ;-3,89;-3,20;-1,51;-0,95;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
11/10/2016; ; ; ; ; ; ; ;-3,89;-3,20;-1,51;-0,95;-0,12;-0,18;1,74;0,35;1,16;0,44;1,47;1,33;1,16;1,30;1,35;2,00;2,10;
