Produção Industrial - variação % - Mediana - Mensal - Período de 31/03/2016 a 28/02/2018 para fev/2014 a jan/2018
Data;fev/2016;mar/2016;abr/2016;mai/2016;jun/2016;jul/2016;ago/2016;set/2016;out/2016;nov/2016;dez/2016;jan/2017;fev/2017;mar/2017;abr/2017;mai/2017;jun/2017;jul/2017;ago/2017;set/2017;out/2017;nov/2017;dez/2017;jan/2018;
13/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,55;-0,11;0,35;1,53;3,00;2,90;3,02;2,20;2,98;
14/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,80;-0,16;0,15;1,53;2,59;3,00;3,02;2,20;2,98;
16/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,80;-0,16;0,15;1,53;2,59;3,00;3,02;2,20;2,98;
19/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,80;-0,16;0,15;1,53;2,59;2,00;3,02;1,00;2,98;
20/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,80;-0,16;0,15;1,53;2,59;2,00;3,02;1,00;2,98;
21/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,80;-0,76;0,15;1,53;1,89;3,00;3,02;2,20;2,98;
22/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-0,76;0,15;1,53;1,89;3,00;3,02;2,20;2,98;
23/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-0,76;0,15;1,53;1,89;3,00;3,02;2,20;2,98;
26/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-0,76;0,15;1,53;1,89;3,00;3,02;2,20;2,98;
27/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-0,76;0,15;1,53;1,89;3,00;3,02;2,20;2,98;
28/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-0,86;0,15;1,98;1,89;2,75;3,35;2,15;2,98;
29/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,84;-1,20;0,20;2,40;2,07;4,00;3,80;3,40;3,09;
30/06/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,82;-1,40;-0,04;1,98;1,89;3,54;4,10;2,81;2,98;
03/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;-1,99;-0,04;1,98;1,89;1,50;4,83;4,96;4,60;
04/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,99;-0,04;1,98;1,89;1,50;4,83;4,96;4,60;
05/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,60;0,20;1,63;1,89;1,74;2,90;4,72;3,80;
06/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,06;0,15;1,59;1,79;1,50;2,66;3,65;3,00;
07/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,81;0,10;1,63;1,70;1,74;2,90;2,59;2,95;
10/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,81;0,10;1,63;1,70;1,74;2,90;2,59;2,95;
11/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,51;0,15;1,59;1,70;1,50;2,66;2,59;2,95;
12/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,51;0,15;1,59;1,70;1,50;2,66;2,59;2,95;
13/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,51;0,15;1,59;1,70;1,50;2,66;2,59;2,95;
14/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,41;0,15;1,59;1,70;1,50;2,66;2,59;2,95;
17/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,30;0,20;1,63;1,70;0,97;2,42;1,54;2,89;
18/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,30;0,20;1,63;1,70;0,97;2,42;1,54;2,89;
19/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,41;0,20;1,59;1,70;1,50;2,66;2,59;2,92;
20/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,41;0,20;1,59;1,70;1,50;2,66;2,59;2,92;
21/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
24/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
25/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
26/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
27/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
28/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-0,15;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
31/07/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,00;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
01/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,15;1,59;1,50;1,50;2,66;2,59;2,92;
02/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,10;1,56;1,52;1,74;2,42;2,03;2,89;
03/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,10;1,43;1,32;1,74;2,16;1,47;2,33;
04/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,10;1,43;1,32;1,74;2,16;1,47;2,33;
07/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,11;2,15;1,43;1,75;2,40;1,71;2,94;
08/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;2,15;1,52;1,99;2,66;1,94;2,97;
09/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;1,89;1,70;2,00;2,42;1,71;2,94;
10/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;1,89;1,70;2,00;2,42;1,71;2,94;
11/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
14/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
15/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
16/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
17/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
18/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;2,15;1,89;2,27;2,66;1,71;2,94;
21/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
22/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
23/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
24/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
25/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
28/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,20;1,89;1,70;2,00;2,42;1,47;2,55;
29/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,22;1,89;1,70;2,00;2,42;1,47;2,55;
30/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,25;1,89;1,70;2,00;2,42;1,47;2,55;
31/08/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,25;1,89;1,70;2,00;2,42;1,47;2,55;
01/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,25;1,89;1,70;2,00;2,42;1,47;2,55;
04/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0,30;2,01;1,99;2,53;2,90;1,00;2,97;
05/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,63;1,89;2,26;2,66;1,15;2,94;
06/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,63;1,89;2,26;2,66;1,15;2,94;
08/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,61;2,00;3,50;3,00;1,30;2,18;
11/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,41;1,60;3,02;3,23;1,90;2,94;
12/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,41;1,60;3,02;3,23;1,90;2,94;
13/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,41;1,60;3,02;3,23;1,90;2,94;
14/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,77;1,69;3,50;3,00;2,50;2,87;
15/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,77;1,89;3,50;3,00;2,50;2,87;
18/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,99;1,94;3,50;3,00;2,50;2,87;
19/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,99;1,94;3,50;3,00;2,50;2,87;
20/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,99;1,94;3,50;3,00;2,50;2,87;
21/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,20;2,00;3,60;3,45;2,50;3,00;
22/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
25/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
26/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
27/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
28/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
29/09/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,59;1,94;3,50;3,90;2,50;2,87;
02/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,77;1,94;3,50;3,90;2,50;2,87;
03/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,00;3,50;3,90;2,50;2,87;
04/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,00;3,50;3,90;2,50;2,87;
05/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,00;3,50;3,90;2,50;2,87;
06/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,00;3,50;3,90;2,50;2,87;
09/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,19;3,49;3,21;1,79;2,87;
10/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,19;3,49;3,21;1,79;2,87;
11/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,19;4,90;4,00;2,59;3,00;
13/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,19;4,90;4,00;2,59;3,00;
16/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,10;4,00;1,87;3,97;
17/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,60;5,30;4,00;2,74;3,20;
18/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,10;3,95;2,62;3,20;
19/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;4,90;3,90;2,74;3,60;
20/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
23/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
24/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
25/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
26/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,75;5,09;3,95;2,84;3,43;
27/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
30/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;5,09;3,95;2,84;3,43;
31/10/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,70;5,09;3,95;2,84;3,43;
01/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00;3,95;2,84;3,43;
03/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,14;4,00;2,94;3,72;
06/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,14;4,00;2,94;3,72;
07/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,14;4,00;2,94;3,72;
08/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,60;3,70;2,62;3,20;
09/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,05;3,50;2,50;2,97;
10/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,05;3,50;2,50;2,97;
13/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,05;3,50;2,50;2,97;
14/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,05;3,50;2,50;2,97;
16/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,80;3,90;2,74;3,40;
17/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,80;3,90;2,74;3,40;
20/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,04;4,00;2,74;3,20;
21/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,04;4,00;2,74;3,20;
22/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00;3,95;2,62;3,20;
23/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00;3,95;2,62;3,20;
24/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00;3,95;2,62;3,20;
27/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,00;3,95;2,62;3,20;
28/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,84;3,90;2,62;3,20;
29/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,85;3,90;2,62;3,20;
30/11/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,85;3,90;2,62;3,20;
01/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,60;3,90;2,62;3,20;
04/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,60;3,70;2,50;2,97;
05/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,70;2,50;2,97;
06/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,70;2,74;3,47;
07/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;2,74;3,47;
08/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,95;2,87;3,20;
11/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,00;3,00;3,47;
12/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,00;3,00;3,65;
13/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,00;3,00;3,65;
14/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,97;3,00;4,10;
15/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,92;2,87;4,10;
18/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,92;2,87;4,10;
19/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;2,74;3,90;
20/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;2,74;3,90;
21/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;2,74;3,90;
22/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;2,74;3,90;
26/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,87;2,87;3,90;
27/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,87;2,87;3,90;
28/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,87;2,87;3,90;
29/12/2017; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,93;2,87;3,90;
02/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,93;2,87;3,90;
03/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,93;2,87;3,90;
04/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,97;2,66;3,90;
05/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,66;3,90;
08/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,66;3,90;
09/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,59;3,90;
10/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,59;3,90;
11/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,59;3,90;
12/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,59;3,90;
15/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,70;
16/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,54;3,70;
17/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,54;3,70;
18/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,54;3,70;
19/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,85;
22/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,85;
23/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,82;
24/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,82;
25/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,82;
26/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,62;3,82;
29/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,91;
30/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,50;3,91;
31/01/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,62;3,82;
01/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,82;
02/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,82;
05/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,76;
06/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,82;
07/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;
08/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;
09/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;
14/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3,90;
15/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,18;
16/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,50;
19/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,50;
20/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,00;
21/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,00;
22/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,75;
23/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,75;
26/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,75;
27/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,75;
28/02/2018; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,34;
Observação:
— Variação percentual contra igual período do ano anterior
