Data;fev/14;mar/14;abr/14;mai/14;jun/14;jul/14;ago/14;set/14;out/14;nov/14;dez/14;jan/15;fev/15;mar/15;abr/15;mai/15;jun/15;jul/15;ago/15;set/15;out/15;nov/15;dez/15;jan/16;fev/16;mar/16;abr/16;mai/16;jun/16;jul/16;ago/16;set/16;out/16;nov/16;dez/16;jan/17;fev/17;mar/17;abr/17;mai/17;jun/17;jul/17;ago/17;set/17;out/17;nov/17;dez/17;jan/18
12/08/2014; ; ; ; ; ;-2,66;-1,88;-2;-1;-0,95;2;1,65;1,7;1,75;1;1,02;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
13/08/2014; ; ; ; ; ;-2,66;-1,88;-2;-1;-0,95;2;1,65;1,7;1,75;1;1,02;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
14/08/2014; ; ; ; ; ;-2,66;-1,88;-2;-1;-0,95;2;1,65;1,7;1,75;1;1,02;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
15/08/2014; ; ; ; ; ;-2,66;-1,88;-2;-1;-0,95;2;1,65;1,7;1,75;1;1,02;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
18/08/2014; ; ; ; ; ;-3;-1,88;-1,85;-1;-0,95;2;1,65;1,7;1,79;1,22;1,17;1,7;1,4;1,4;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
19/08/2014; ; ; ; ; ;-2,66;-2;-2,1;-1;-0,95;2,2;1,6;1,6;1,75;1,11;1,05;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
20/08/2014; ; ; ; ; ;-2,66;-2;-2,1;-1;-0,95;2,2;1,6;1,6;1,75;1,11;1,05;1,7;1,3;1,37;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
21/08/2014; ; ; ; ; ;-2,53;-1,88;-2,25;-1;-0,95;2;1,65;1,6;1,7;1,22;1,17;1,7;1,2;1,33;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
22/08/2014; ; ; ; ; ;-2,66;-1,88;-2,25;-1;-0,95;2;1,65;1,6;1,7;1,22;1,17;1,7;1,2;1,33;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
25/08/2014; ; ; ; ; ;-2,83;-2;-2,4;-1;-0,95;2,2;1,65;1,6;1,7;1,22;1,17;1,7;1,2;1,33;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
26/08/2014; ; ; ; ; ;-2,4;-1,88;-2,25;-1,08;-0,88;2;1,6;1,5;1,45;1,36;1,3;1,7;1,1;1,17;1;1,08;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
27/08/2014; ; ; ; ; ;-2,13;-1,75;-2,1;-1;-0,8;2,2;1,65;1,6;1,7;1,5;1,5;1,7;1,2;1,33;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
28/08/2014; ; ; ; ; ;-1,86;-1,38;-1,55;-1;-0,64;2;1,6;1,5;1,45;1,36;1,3;1,7;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
29/08/2014; ; ; ; ; ;-1,86;-1,38;-1,55;-1;-0,64;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
01/09/2014; ; ; ; ; ;-2,13;-1;-2;-0,99;-0,47;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
02/09/2014; ; ; ; ; ; ;-1;-2;-0,99;-0,47;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
03/09/2014; ; ; ; ; ; ;-1;-2;-0,99;-0,47;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
04/09/2014; ; ; ; ; ; ;-1;-2;-0,99;-0,47;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
05/09/2014; ; ; ; ; ; ;-1,65;-2,05;-1;-0,64;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
08/09/2014; ; ; ; ; ; ;-1,27;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
09/09/2014; ; ; ; ; ; ;-1,27;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
10/09/2014; ; ; ; ; ; ;-1,27;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
11/09/2014; ; ; ; ; ; ;-1,27;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,16;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
12/09/2014; ; ; ; ; ; ;-1;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,08;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
15/09/2014; ; ; ; ; ; ;-1;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,08;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
16/09/2014; ; ; ; ; ; ;-1;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,08;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
17/09/2014; ; ; ; ; ; ;-1;-1,5;-0,75;-0,39;2;1,6;1,5;1,5;1,36;1,3;1,77;1,1;1,17;1;1,08;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
18/09/2014; ; ; ; ; ; ;-0,99;-1;-0,5;-0,3;1,5;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
19/09/2014; ; ; ; ; ; ;-0,98;-1;-0,45;-0,15;1,01;2;2;1,79;1,6;1,3;1,83;1,2;1,33;1;1,16;1;0,1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
22/09/2014; ; ; ; ; ; ;-0,99;-1;-0,45;-0,15;1,01;2;2;1,79;1,6;1,3;1,83;1,2;1,33;1;1,16;1;1,34;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
23/09/2014; ; ; ; ; ; ;-0,99;-1;-0,45;-0,15;1,01;2;2;1,79;1,6;1,3;1,83;1,2;1,33;1;1,16;1;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
24/09/2014; ; ; ; ; ; ;-0,99;-1;-0,45;-0,15;1,01;2;2;1,79;1,6;1,3;1,83;1,2;1,33;1;1,16;1;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
25/09/2014; ; ; ; ; ; ;-0,99;-1;-0,45;-0,15;1,01;2;2;1,79;1,6;1,3;1,83;1,2;1,33;1;1,16;1;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
26/09/2014; ; ; ; ; ; ;-1;-1,1;-0,4;-0,3;1,5;1,8;1,75;1,5;1,22;1,65;1,92;1,39;1,17;1,06;1,16;1;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
29/09/2014; ; ; ; ; ; ;-1;-1,5;-0,5;-0,3;1;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;0,65;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
30/09/2014; ; ; ; ; ; ;-1;-1,5;-0,5;-0,3;1;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;0,65;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
01/10/2014; ; ; ; ; ; ;-1;-1,5;-0,5;-0,3;1;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;0,65;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
02/10/2014; ; ; ; ; ; ; ;-1;-0,75;-0,24;1,01;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;0,65;1;0,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
03/10/2014; ; ; ; ; ; ; ;-1;-0,75;-0,24;1,01;1,8;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;0,65;1;0,1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
06/10/2014; ; ; ; ; ; ; ;-1,45;-0,99;-0,47;1,5;2;2;1,2;1,49;1,3;1,7;1;1;1;1;0,3;1;0,1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
07/10/2014; ; ; ; ; ; ; ;-1,45;-0,99;-0,47;1,5;2;2;1,2;1,49;1,3;1,7;1;1;1;1;0,3;1;0,1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
08/10/2014; ; ; ; ; ; ; ;-1,25;-0,75;0;1;1,6;1,5;1,2;1,11;1,05;1,7;1;1;1;1;1;1,29;0,59;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
09/10/2014; ; ; ; ; ; ; ;-1,25;-0,75;0;1;1,6;1,5;1,2;1,11;1,05;1,7;1;1;1;1;1;1,29;0,59;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
10/10/2014; ; ; ; ; ; ; ;-1,25;-0,75;0;1;1,6;1,5;1,2;1,11;1,05;1,7;1;1;1;1;1;1,29;0,59;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
13/10/2014; ; ; ; ; ; ; ;-1,25;-0,99;-0,47;1;1,6;1,5;1,2;1,22;1,05;1,7;1;1;1;1,08;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
14/10/2014; ; ; ; ; ; ; ;-1,25;-0,99;-0,47;1;2;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
15/10/2014; ; ; ; ; ; ; ;-1,25;-0,99;-0,47;1;2;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
16/10/2014; ; ; ; ; ; ; ;-1,25;-0,99;-0,47;1;2;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
17/10/2014; ; ; ; ; ; ; ;-1;-0,99;-0,47;1;2;1,75;1,5;1,22;1,17;1,77;1,1;1,17;1;1,08;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
20/10/2014; ; ; ; ; ; ; ;-1;-1;-0,64;1,01;1,8;1,5;1,2;1,11;1,05;1,7;1;1;1;1;1;1,39;1,04;0,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
21/10/2014; ; ; ; ; ; ; ;-1;-1;-0,8;1,05;2;1,65;1,35;1,2;1,12;1,75;1;1;1;1;1;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
22/10/2014; ; ; ; ; ; ; ;-1;-1;-0,8;1,05;2;1,65;1,35;1,2;1,12;1,75;1;1;1;1;1;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
23/10/2014; ; ; ; ; ; ; ;-1;-1;-0,87;1,1;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,39;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
24/10/2014; ; ; ; ; ; ; ;-1;-1;-0,87;1,1;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
27/10/2014; ; ; ; ; ; ; ;-1;-1;-0,87;1,1;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
28/10/2014; ; ; ; ; ; ; ;-1;-1;-0,87;1,1;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
29/10/2014; ; ; ; ; ; ; ;-1;-1;-0,7;1,5;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
30/10/2014; ; ; ; ; ; ; ;-1,25;-0,99;-0,8;1,75;2;1,65;1,35;1;1,12;1,75;1,1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
31/10/2014; ; ; ; ; ; ; ;-1;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
03/11/2014; ; ; ; ; ; ; ;-1;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
04/11/2014; ; ; ; ; ; ; ; ;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
05/11/2014; ; ; ; ; ; ; ; ;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
06/11/2014; ; ; ; ; ; ; ; ;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
07/11/2014; ; ; ; ; ; ; ; ;-0,99;-0,6;1,55;2;1,8;1,5;1,1;1,05;1,7;1;1;1;1;1;1,5;1,25;1,25;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
10/11/2014; ; ; ; ; ; ; ; ;-1;-0,8;1,65;2;1,9;1,65;1,2;1,12;1,75;1,1;1,17;1;1;1;1,39;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
11/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,3;2;1,8;1,55;1,21;1,2;1,8;1,2;1,33;1;1;1;1,5;1,75;1,61;1,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
12/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,3;2;1,8;1,55;1,21;1,2;1,8;1,2;1,33;1;1;1;1,5;1,75;1,61;1,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
13/11/2014; ; ; ; ; ; ; ; ;-1;-0,6;1,2;2;1,65;1,53;1,2;1,12;1,75;1,1;1,17;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
14/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,1;1,8;1,5;1,5;1,2;1,05;1,7;1;1;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
17/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,1;1,8;1,5;1,5;1,2;1,05;1,7;1;1;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
18/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,1;1,8;1,5;1,5;1,2;1,05;1,7;1;1;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
19/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1,01;1,8;1,5;1,5;1,2;1,05;1,7;1;1;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
20/11/2014; ; ; ; ; ; ; ; ;-1;-0,6;1;2;1,65;1,53;1,21;1,12;1,75;1,1;1,17;1;1;1;1,5;1,5;1,5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
21/11/2014; ; ; ; ; ; ; ; ;-1;-0,8;1,01;1,8;1,5;1,55;1,22;1,05;1,7;1,2;1,33;1;1,08;1;1,5;2;1,86;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
24/11/2014; ; ; ; ; ; ; ; ;-1;-0,8;1,01;1,8;1,5;1,55;1,22;1,05;1,7;1,2;1,33;1;1,08;1;1,5;2;1,86;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
25/11/2014; ; ; ; ; ; ; ; ;-1;-0,8;1,01;1,8;1,5;1,55;1,22;1,05;1,7;1,2;1,33;1;1,08;1;1,5;2;1,86;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
26/11/2014; ; ; ; ; ; ; ; ;-1;-0,8;1,01;1,8;1,5;1,55;1,22;1,05;1,7;1,2;1,33;1;1,08;1;1,5;2;1,86;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
27/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1;1,6;1,45;1,38;1,11;1,02;1,35;1,1;1,17;1;1;1;1,39;1,5;1,86;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
28/11/2014; ; ; ; ; ; ; ; ;-1;-0,7;1;1,25;1,2;1,1;1;1;1;1;1;1;1;0,7;1,14;1,5;1,86;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
01/12/2014; ; ; ; ; ; ; ; ;-1;-0,47;1;1,25;1,4;1,2;1;1;1;1;1;1;1;0,7;1,14;1,5;1,86;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
02/12/2014; ; ; ; ; ; ; ; ; ;-0,47;1;1,25;1,4;1,2;1;1;1;1;1;1;1;0,7;1,14;1,5;1,86;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
03/12/2014; ; ; ; ; ; ; ; ; ;-0,24;1;1,25;1,4;1,2;1;1;1;1;1;1;1;0,7;1,14;1,5;1,86;1,75;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
04/12/2014; ; ; ; ; ; ; ; ; ;-0,24;1;1,25;1,4;1,2;1;1;1;1;1;1;1;0,7;1,14;1,5;1,86;1,75;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
05/12/2014; ; ; ; ; ; ; ; ; ;-0,47;1;1,12;1,2;1,1;1;1,07;1,77;1,15;1,57;1;1,08;1;1,4;1,5;1,86;1,75;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
08/12/2014; ; ; ; ; ; ; ; ; ;-0,39;1;1,12;1,2;1,1;1;1,07;1,77;1,15;1,57;1;1,08;1;1,4;1,5;1,86;1,75;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
09/12/2014; ; ; ; ; ; ; ; ; ;-0,39;1;1,12;1,2;1,1;1;1,07;1,77;1,15;1,57;1;1,08;1;1,4;1,5;1,86;1,75;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
10/12/2014; ; ; ; ; ; ; ; ; ;-0,39;1;1,12;1,2;1,1;1;1,07;1,77;1,15;1,57;1;1,08;1;1,4;1,5;1,86;1,75;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
11/12/2014; ; ; ; ; ; ; ; ; ;-0,39;1;0,55;0,55;1,1;1;1,15;1,95;1,15;1,9;1;1,22;0,65;1,5;2;2,22;2,5;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
12/12/2014; ; ; ; ; ; ; ; ; ;-0,8;1;1,3;1,2;1;1;1,05;1,35;1,05;1,4;1;1;1;1,4;1,5;2;1,75;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
15/12/2014; ; ; ; ; ; ; ; ; ;-0,8;1;1,3;1,2;1;1;1,05;1,35;1,05;1,4;1;1;1;1,4;1,5;2;1,75;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
16/12/2014; ; ; ; ; ; ; ; ; ;-0,8;1;1,3;1,2;1;1;1,05;1,35;1,05;1,4;1;1;1;1,4;1,5;2;1,75;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
17/12/2014; ; ; ; ; ; ; ; ; ;-0,8;0,95;1;1;1;1;1;1;1;1;1;1;1;1,2;1,5;2;1,75;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
18/12/2014; ; ; ; ; ; ; ; ; ;-0,8;0,95;1;1;1;1;1;1;1;1;1;1;1;1,2;1,5;2;1,75;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
19/12/2014; ; ; ; ; ; ; ; ; ;-0,8;0,95;1;1;1;1;1;1;1;1;1;1;1;1,2;1,5;2;1,75;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
22/12/2014; ; ; ; ; ; ; ; ; ;-0,3;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,04;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
23/12/2014; ; ; ; ; ; ; ; ; ;-0,55;1;1;1;1;1;1;1;1;1;1;1;1;1,14;1,04;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
24/12/2014; ; ; ; ; ; ; ; ; ;-0,55;1;1;1;1;1;1;1;1;1;1;1;1;1,14;1,04;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
26/12/2014; ; ; ; ; ; ; ; ; ;-0,3;0,95;1;1;1;1;1;1;1;1;1;1;1;1,14;1,04;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
29/12/2014; ; ; ; ; ; ; ; ; ;-0,55;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
30/12/2014; ; ; ; ; ; ; ; ; ;-0,55;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
31/12/2014; ; ; ; ; ; ; ; ; ;-0,55;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
02/01/2015; ; ; ; ; ; ; ; ; ;-0,8;0,95;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
05/01/2015; ; ; ; ; ; ; ; ; ;-0,8;0,95;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
06/01/2015; ; ; ; ; ; ; ; ; ;-0,8;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
07/01/2015; ; ; ; ; ; ; ; ; ;-0,8;1;1;1;1;1;1;1;1;1;1;1;1;1,29;1,5;1,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
08/01/2015; ; ; ; ; ; ; ; ; ; ;0,95;0,84;0,88;0,7;1;1;1;1;1;0,9;1;1;1,14;1,5;1,5;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
09/01/2015; ; ; ; ; ; ; ; ; ; ;0,9;0,84;0,88;0,7;1;1;1;1;1;0,9;1;1;1,14;1,5;1,5;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
12/01/2015; ; ; ; ; ; ; ; ; ; ;0,73;0,67;0,76;0,4;1;1;1;1;1;0,8;1;1;1;1,04;1,5;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
13/01/2015; ; ; ; ; ; ; ; ; ; ;0,73;0,67;0,76;0,4;1;1;1;1;1;0,8;1;1;1;1,04;1,5;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
14/01/2015; ; ; ; ; ; ; ; ; ; ;0,56;0,67;0,76;0,4;1;1;1;1;1;0,8;1;1;1;1,04;1,5;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
15/01/2015; ; ; ; ; ; ; ; ; ; ;0,2;0,39;0,43;0,35;0,15;0,94;0,8;0,55;1;0,7;0,95;1;1;1,04;1,5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
16/01/2015; ; ; ; ; ; ; ; ; ; ;0,2;0,39;0,43;0,35;0,15;0,94;0,8;0,55;1;0,7;0,95;1;1;1,04;1,5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
19/01/2015; ; ; ; ; ; ; ; ; ; ;0,2;0,1;0,1;0,3;0,1;0,87;0,59;0,1;1;0,6;0,9;1;1;1,04;1,5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
20/01/2015; ; ; ; ; ; ; ; ; ; ;0,2;0,1;0,1;0,3;0,1;0,87;0,59;0,1;1;0,6;0,9;1;1;1,04;1,5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;;;;
