Produção Industrial - variação % - Mediana - Mensal - Período de 31/03/2014 a 29/02/2016 para fev/2014 a jan/2018
Data;fev/2014;mar/2014;abr/2014;mai/2014;jun/2014;jul/2014;ago/2014;set/2014;out/2014;nov/2014;dez/2014;jan/2015;fev/2015;mar/2015;abr/2015;mai/2015;jun/2015;jul/2015;ago/2015;set/2015;out/2015;nov/2015;dez/2015;jan/2016;fev/2016;mar/2016;abr/2016;mai/2016;jun/2016;jul/2016;ago/2016;set/2016;out/2016;nov/2016;dez/2016;jan/2017;fev/2017;mar/2017;abr/2017;mai/2017;jun/2017;
31/03/2014;1,61;1,23;0,00;0,39;1,34;1,51;1,62;2,20;0,65;2,05;2,65;1,80;2,45;1,90;2,13;1,69;1,79;2,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/04/2014;1,61;1,23;0,00;0,39;1,34;1,51;1,62;2,20;0,65;2,05;2,65;1,80;2,45;1,90;2,13;1,69;1,79;2,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/04/2014; ;1,23;0,00;0,39;1,34;1,51;1,62;2,20;0,65;2,05;2,65;1,80;2,45;1,90;2,13;1,69;1,79;1,70;0,10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/04/2014; ;1,23;0,00;0,39;1,34;1,51;1,62;2,20;0,65;2,05;2,65;1,80;2,45;1,90;2,13;1,69;1,79;1,70;0,10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/04/2014; ;1,23;0,00;0,39;1,34;1,51;1,62;2,20;0,65;2,05;2,65;1,80;2,45;1,90;2,13;1,69;1,79;1,70;0,10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/04/2014; ;1,23;0,00;0,33;1,34;1,44;1,62;1,70;0,65;2,05;2,65;1,80;2,00;1,90;2,13;1,69;1,79;1,69;0,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/04/2014; ;1,23;0,00;0,33;1,34;1,44;1,62;1,70;0,65;2,05;2,65;1,80;2,00;1,90;2,13;1,69;1,79;1,69;0,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/04/2014; ;1,20;0,00;0,33;1,34;1,44;1,62;1,70;0,65;2,05;2,65;1,80;2,00;1,90;2,13;1,69;1,79;1,69;0,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/04/2014; ;1,10;0,00;0,33;1,34;1,44;1,62;1,70;0,65;2,05;2,65;1,80;2,00;1,90;2,13;1,69;1,79;1,69;0,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/04/2014; ;0,00;0,00;0,20;1,20;1,30;0,80;1,20;0,60;1,10;2,65;1,80;2,00;1,90;2,13;1,69;1,79;1,69;1,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/04/2014; ;-0,97;0,00;0,46;1,28;1,30;1,10;1,45;0,65;1,55;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/04/2014; ;-0,97;0,00;0,46;1,28;1,30;1,10;1,45;0,65;1,55;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/04/2014; ;-0,97;0,00;0,46;1,28;1,30;1,10;1,45;0,65;1,55;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/04/2014; ;-0,73;0,00;0,52;1,34;1,50;1,40;1,58;0,70;2,00;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/04/2014; ;-0,73;0,00;0,52;1,34;1,50;1,40;1,58;0,70;2,00;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/04/2014; ;-0,73;0,00;0,52;1,34;1,50;1,40;1,58;0,70;2,00;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/04/2014; ;-0,73;0,00;0,52;1,34;1,50;1,40;1,58;0,70;2,00;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/04/2014; ;-0,73;0,00;0,52;1,34;1,50;1,40;1,58;0,70;2,00;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/04/2014; ;-0,97;0,00;0,46;1,28;1,30;1,10;1,45;1,35;1,60;2,30;1,80;2,00;1,85;1,85;1,69;1,79;1,69;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/04/2014; ;-0,97;0,00;0,46;1,28;1,30;1,10;1,45;1,35;1,60;2,30;1,80;2,00;1,85;1,85;1,69;1,79;1,69;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/04/2014; ;-1,88;0,00;0,33;1,34;1,50;1,30;1,58;0,60;1,80;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/05/2014; ;-1,88;0,00;0,33;1,34;1,50;1,30;1,58;0,60;1,80;2,50;1,90;2,00;2,00;2,00;1,70;1,87;1,70;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/05/2014; ;-2,80;0,00;0,46;1,40;1,70;1,50;1,70;1,35;1,95;2,85;2,00;2,00;2,05;2,28;1,85;1,94;1,85;1,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/05/2014; ;-2,45;0,00;0,46;1,40;1,70;1,50;1,70;1,35;1,95;2,85;2,00;2,00;2,05;2,28;1,85;1,94;1,85;1,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/05/2014; ; ;0,00;0,37;1,40;1,70;1,50;1,70;1,03;1,53;2,85;2,00;2,01;1,90;2,11;1,85;1,92;1,85;1,85;1,47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/05/2014; ; ;-0,50;0,37;1,40;1,70;1,50;1,70;1,03;1,53;2,30;2,00;2,00;1,75;1,85;1,50;1,77;1,70;1,70;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/05/2014; ; ;-0,50;0,37;1,40;1,70;1,50;1,70;1,03;1,53;2,30;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,85;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/05/2014; ; ;-0,50;0,37;1,40;1,70;1,50;1,70;1,03;1,53;2,30;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,85;1,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/05/2014; ; ;-1,00;0,83;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/05/2014; ; ;-1,90;1,30;1,50;1,80;1,70;2,20;1,68;1,90;2,85;2,00;2,01;1,90;2,00;1,70;1,83;1,85;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/05/2014; ; ;-2,15;0,83;1,45;1,75;1,60;1,95;1,46;1,80;3,20;2,00;2,45;1,79;2,11;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/05/2014; ; ;-2,15;0,83;1,45;1,75;1,60;1,95;1,46;1,80;3,20;2,00;2,45;1,79;2,11;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/05/2014; ; ;-1,90;0,83;1,50;1,80;1,70;2,20;1,68;1,90;2,85;2,00;2,01;1,90;2,00;1,70;1,83;1,85;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/05/2014; ; ;-1,45;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/05/2014; ; ;-1,90;0,37;1,45;1,75;1,60;1,95;1,46;1,80;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/05/2014; ; ;-1,90;0,20;1,04;1,40;1,40;1,54;0,80;1,26;2,85;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/06/2014; ; ;-2,15;0,37;1,45;1,75;1,60;1,95;1,68;1,90;2,50;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/06/2014; ; ;-2,40;0,28;1,40;1,70;1,50;1,70;1,46;1,80;2,85;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/06/2014; ; ; ;0,28;1,40;1,70;1,50;1,70;1,46;1,80;2,85;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/06/2014; ; ; ;0,28;1,40;1,70;1,50;1,70;1,46;1,80;2,85;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/06/2014; ; ; ;0,28;1,40;1,70;1,50;1,70;1,46;1,91;2,85;2,00;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/06/2014; ; ; ;0,37;0,99;1,46;1,50;1,29;1,68;2,00;3,20;1,80;2,00;1,75;2,00;1,70;1,83;1,85;1,75;1,23;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/06/2014; ; ; ;0,18;0,58;1,22;1,30;0,89;1,46;1,91;2,85;1,90;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/06/2014; ; ; ;0,18;0,58;1,22;1,30;0,89;1,46;1,91;2,85;1,90;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/06/2014; ; ; ;0,18;0,58;1,22;1,30;0,89;1,46;1,91;2,85;1,90;2,00;1,79;2,00;1,50;1,77;1,70;1,80;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/06/2014; ; ; ;0,00;0,29;1,06;1,15;0,44;1,13;1,45;2,50;1,80;2,00;1,79;2,00;1,30;1,70;1,64;1,75;1,23;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/06/2014; ; ; ;-0,30;-0,50;0,45;0,55;0,00;0,40;0,66;2,50;1,80;2,00;1,70;1,70;1,05;1,70;1,29;1,52;1,23;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/06/2014; ; ; ;-0,30;-0,50;0,45;0,55;0,00;0,40;0,66;2,50;1,80;2,00;1,70;1,70;1,05;1,70;1,29;1,52;1,23;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/06/2014; ; ; ;-0,20;0,00;0,90;1,00;0,00;0,80;1,00;2,50;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/06/2014; ; ; ;-0,40;-1,00;0,90;1,00;0,00;0,80;1,00;2,85;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/06/2014; ; ; ;-0,60;-1,00;-0,75;1,00;0,00;-0,91;0,32;2,45;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/07/2014; ; ; ;-0,60;-1,00;-0,75;1,00;0,00;-0,91;0,32;2,45;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/07/2014; ; ; ; ;-1,00;-0,75;1,00;0,00;-0,91;0,32;2,45;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/07/2014; ; ; ; ;-1,26;-0,88;-0,38;-0,50;-0,95;0,16;2,45;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/07/2014; ; ; ; ;-1,65;-0,88;-0,38;-0,50;-1,00;-0,48;2,45;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/07/2014; ; ; ; ;-1,00;-0,75;0,04;0,00;-0,99;0,00;2,69;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,43;1,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/07/2014; ; ; ; ;-1,00;-0,74;0,52;0,51;0,29;1,05;2,50;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,75;1,23;1,70;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/07/2014; ; ; ; ;-1,00;-0,74;0,52;0,51;0,29;1,05;2,50;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,75;1,23;1,70;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/07/2014; ; ; ; ;-1,00;-0,74;0,52;0,51;0,29;1,05;2,50;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,75;1,23;1,70;1,70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/07/2014; ; ; ; ;-1,90;-0,73;-1,00;0,00;0,00;0,60;2,74;1,90;2,00;1,75;1,85;1,50;1,77;1,70;1,70;1,47;1,43;1,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/07/2014; ; ; ; ;-1,90;-0,73;-1,00;0,00;0,00;0,60;2,74;1,90;2,00;1,75;1,85;1,50;1,77;1,70;1,70;1,47;1,43;1,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/07/2014; ; ; ; ;-2,30;-0,74;-0,48;-0,50;-0,50;0,30;2,50;2,00;2,00;1,79;2,00;1,30;1,70;1,64;1,75;1,23;1,43;1,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/07/2014; ; ; ; ;-2,80;-0,75;-1,00;-1,00;-0,99;0,00;2,51;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,16;1,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/07/2014; ; ; ; ;-2,80;-0,75;-1,00;-1,00;-0,99;0,00;2,51;1,90;2,00;1,75;1,85;1,17;1,70;1,58;1,70;1,00;1,16;1,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/07/2014; ; ; ; ;-3,50;-1,10;-1,75;-1,00;-0,99;-0,80;2,51;1,85;2,00;1,75;1,85;1,17;1,70;1,39;1,52;1,00;1,08;1,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/07/2014; ; ; ; ;-3,85;-1,75;-1,88;-1,30;-1,00;-0,88;2,52;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/07/2014; ; ; ; ;-3,85;-1,75;-1,88;-1,30;-1,00;-0,88;2,52;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/07/2014; ; ; ; ;-3,85;-1,75;-1,88;-1,30;-1,00;-0,88;2,52;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/07/2014; ; ; ; ;-3,85;-1,75;-1,88;-1,30;-1,00;-0,88;2,52;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/07/2014; ; ; ; ;-3,70;-1,10;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/07/2014; ; ; ; ;-3,85;-1,10;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/07/2014; ; ; ; ;-3,85;-1,10;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/07/2014; ; ; ; ;-3,85;-1,10;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
31/07/2014; ; ; ; ;-3,85;-1,10;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/08/2014; ; ; ; ; ;-2,40;-1,75;-1,00;-0,99;-0,94;2,51;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/08/2014; ; ; ; ; ;-2,40;-1,75;-1,60;-0,99;-0,94;2,45;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/08/2014; ; ; ; ; ;-2,40;-1,75;-1,60;-0,99;-0,94;2,45;1,70;2,00;1,79;1,70;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/08/2014; ; ; ; ; ;-2,40;-1,75;-1,60;-0,99;-0,94;2,20;1,70;1,85;1,79;1,22;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/08/2014; ; ; ; ; ;-2,40;-1,75;-1,60;-0,99;-0,94;2,20;1,70;1,85;1,79;1,22;1,05;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/08/2014; ; ; ; ; ;-2,53;-1,88;-2,00;-1,00;-0,95;2,00;1,65;1,70;1,75;1,11;1,02;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/08/2014; ; ; ; ; ;-2,53;-2,00;-1,60;-1,00;-0,95;2,00;1,60;1,60;1,70;1,00;1,00;1,70;1,20;1,33;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/08/2014; ; ; ; ; ;-2,66;-1,88;-2,00;-1,00;-0,95;2,00;1,65;1,70;1,75;1,00;1,02;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/08/2014; ; ; ; ; ;-2,66;-1,88;-2,00;-1,00;-0,95;2,00;1,65;1,70;1,75;1,00;1,02;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/08/2014; ; ; ; ; ;-2,66;-1,88;-2,00;-1,00;-0,95;2,00;1,65;1,70;1,75;1,00;1,02;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/08/2014; ; ; ; ; ;-2,66;-1,88;-2,00;-1,00;-0,95;2,00;1,65;1,70;1,75;1,00;1,02;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/08/2014; ; ; ; ; ;-3,00;-1,88;-1,85;-1,00;-0,95;2,00;1,65;1,70;1,79;1,22;1,17;1,70;1,40;1,40;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/08/2014; ; ; ; ; ;-2,66;-2,00;-2,10;-1,00;-0,95;2,20;1,60;1,60;1,75;1,11;1,05;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/08/2014; ; ; ; ; ;-2,66;-2,00;-2,10;-1,00;-0,95;2,20;1,60;1,60;1,75;1,11;1,05;1,70;1,30;1,37;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/08/2014; ; ; ; ; ;-2,53;-1,88;-2,25;-1,00;-0,95;2,00;1,65;1,60;1,70;1,22;1,17;1,70;1,20;1,33;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/08/2014; ; ; ; ; ;-2,66;-1,88;-2,25;-1,00;-0,95;2,00;1,65;1,60;1,70;1,22;1,17;1,70;1,20;1,33;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/08/2014; ; ; ; ; ;-2,83;-2,00;-2,40;-1,00;-0,95;2,20;1,65;1,60;1,70;1,22;1,17;1,70;1,20;1,33;1,00;1,00;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/08/2014; ; ; ; ; ;-2,40;-1,88;-2,25;-1,08;-0,88;2,00;1,60;1,50;1,45;1,36;1,30;1,70;1,10;1,17;1,00;1,08;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/08/2014; ; ; ; ; ;-2,13;-1,75;-2,10;-1,00;-0,80;2,20;1,65;1,60;1,70;1,50;1,50;1,70;1,20;1,33;1,00;1,16;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/08/2014; ; ; ; ; ;-1,86;-1,38;-1,55;-1,00;-0,64;2,00;1,60;1,50;1,45;1,36;1,30;1,70;1,10;1,17;1,00;1,16;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/08/2014; ; ; ; ; ;-1,86;-1,38;-1,55;-1,00;-0,64;2,00;1,60;1,50;1,50;1,36;1,30;1,77;1,10;1,17;1,00;1,16;1,00; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
